Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|A0A0D9S5J1|A0A0D9S5J1_CHLSB	tr|A0A0D9S5J1|A0A0D9S5J1_CHLSB	1	1	1	tr|A0A0D9S5J1|A0A0D9S5J1_CHLSB CCR4-NOT transcription complex subunit 3 OS=Chlorocebus sabaeus OX=60711 GN=CNOT3 PE=4 SV=1	1	1	1	1	2.5	2.5	2.5	81.688	751	751	0.00033591	8.3104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65201000	1				3316	95	True	102	167	176	176		
tr|A0A0D9S5J3|A0A0D9S5J3_CHLSB	tr|A0A0D9S5J3|A0A0D9S5J3_CHLSB	2	2	2	tr|A0A0D9S5J3|A0A0D9S5J3_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	2	2	2	12.2	12.2	12.2	27.641	245	245	0	19.014	4829.7	5282.3	0	0	4527.8	10048	99.116	0	5742.8	5673.8	4651.9	9869.4	7183	12170	6726	4725.3	4404.8	4832.9	212.82	0	4184.4	9279.5	384.69	233.38	5500.3	5572.4	4931.4	9960.5	7216.4	12035	6433.4	4667	2	2	0	0	2	2	1	0	2	2	2	2	2	2	2	2	121660000	2				3317	2055;4209	True;True	2152;4396	3611;7074	4055;7978	4055;7978		
tr|A0A0D9S5J9|A0A0D9S5J9_CHLSB	tr|A0A0D9S5J9|A0A0D9S5J9_CHLSB	1	1	1	tr|A0A0D9S5J9|A0A0D9S5J9_CHLSB Membrane bound O-acyltransferase domain containing 7 OS=Chlorocebus sabaeus OX=60711 GN=MBOAT7 PE=3 SV=1	1	1	1	1	4.4	4.4	4.4	38.751	343	343	0.00031676	7.1176	1691	1378.3	0	48.333	1733.7	4130.7	0	0	1070.6	1936.6	938.75	4383.2	3062.7	3482.7	2943.3	2504.5	1542.4	1261.4	0	212.94	1602.8	3816.6	0	0	1029.7	1928.7	1067.3	4333.5	3047.4	3548.9	2813.6	2419.1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	29886000	1				3318	7459	True	7795	12770	14592	14592		
tr|A0A0D9S5K0|A0A0D9S5K0_CHLSB	tr|A0A0D9S5K0|A0A0D9S5K0_CHLSB	2	2	2	tr|A0A0D9S5K0|A0A0D9S5K0_CHLSB tRNA-splicing endonuclease subunit Sen34 OS=Chlorocebus sabaeus OX=60711 GN=TSEN34 PE=3 SV=1	1	2	2	2	8.4	8.4	8.4	33.793	310	310	0	16.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40348000	2				3319	9837;13568	True;True	10283;14308	16599;22743	19319;26430	19319;26430		
tr|A0A0D9S5K6|A0A0D9S5K6_CHLSB	tr|A0A0D9S5K6|A0A0D9S5K6_CHLSB	1	1	1	tr|A0A0D9S5K6|A0A0D9S5K6_CHLSB Splicing factor SWAP OS=Chlorocebus sabaeus OX=60711 GN=SFSWAP PE=4 SV=1	1	1	1	1	1.4	1.4	1.4	104.54	948	948	0.00030931	6.8755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22389000	2				3320	17068	True	17977	28702;28703	33488;33489	33489		
tr|A0A0D9S5K9|A0A0D9S5K9_CHLSB	tr|A0A0D9S5K9|A0A0D9S5K9_CHLSB	1	1	1	tr|A0A0D9S5K9|A0A0D9S5K9_CHLSB Unc-51 like autophagy activating kinase 1 OS=Chlorocebus sabaeus OX=60711 GN=ULK1 PE=4 SV=1	1	1	1	1	1.4	1.4	1.4	114.9	1070	1070	0.0042808	6.2209	2000.1	2118.2	0	0	2115.6	2963	0	0	2263	2626.3	1572.7	4107.8	2591	3606.8	2761.2	2049.3	1824.4	1937.9	0	0	1956	2738.8	0	0	2156.2	2559.1	1691.8	4107.6	2614.7	3636.3	2634.9	1993.4	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	12346000	1				3321	2240	True	2342	3890	4371	4371		
tr|A0A0D9S5L0|A0A0D9S5L0_CHLSB	tr|A0A0D9S5L0|A0A0D9S5L0_CHLSB	2	2	2	tr|A0A0D9S5L0|A0A0D9S5L0_CHLSB GATA zinc finger domain containing 2B OS=Chlorocebus sabaeus OX=60711 GN=GATAD2B PE=4 SV=1	1	2	2	2	3.9	3.9	3.9	65.29	593	593	0.00035689	11.33	1356.1	1087.4	0	20.259	964.81	1412.1	0	0	1225.2	1126.2	1419.4	1404.9	1251.3	2066.1	936.84	1186.6	1237	995.07	0	126.83	893.39	1307	0	0	1187.1	1089.8	1435.2	1445.3	1265.6	2052.1	900.56	1153.6	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	12671000	2				3322	13962;16205	True;True	14717;17067	23358;27271	27112;31763	27112;31763		
tr|A0A0D9S5L2|A0A0D9S5L2_CHLSB	tr|A0A0D9S5L2|A0A0D9S5L2_CHLSB	6	6	6	tr|A0A0D9S5L2|A0A0D9S5L2_CHLSB Pseudouridine synthase 1 OS=Chlorocebus sabaeus OX=60711 GN=PUS1 PE=4 SV=1	1	6	6	6	17.1	17.1	17.1	47.695	427	427	0	54.857	8124.5	7315.3	0	14.648	8370.4	10858	0	0	7115.8	10902	6723.5	12020	10907	16533	10409	8809.9	7410.1	6693	118.98	199.76	7732	10036	0	201.15	6848.3	10491	7100.6	12377	10955	16416	9952.3	8587.3	4	4	0	1	4	4	0	0	4	4	4	4	4	4	4	4	119420000	7				3323	1165;10626;12234;15729;15933;16180	True;True;True;True;True;True	1230;11107;12898;16568;16781;17040	2031;2032;17801;20592;26350;26735;27197	2290;2291;20682;23983;30660;31148;31679	2291;20682;23983;30660;31148;31679		
tr|A0A0D9S5M0|A0A0D9S5M0_CHLSB	tr|A0A0D9S5M0|A0A0D9S5M0_CHLSB	1	1	1	tr|A0A0D9S5M0|A0A0D9S5M0_CHLSB Integrator complex subunit 3 OS=Chlorocebus sabaeus OX=60711 GN=INTS3 PE=4 SV=1	1	1	1	1	3.4	3.4	3.4	91.672	798	798	0.00034188	9.2929	903.4	695.31	0	0	594.71	1448.4	0	0	510.34	1397.7	789.34	946.49	1605	1494.5	1091.9	776.29	824.04	636.15	0	0	550.79	1337.9	0	0	502.84	1327.2	830.71	1005.3	1586.3	1478.6	1051.9	757.35	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	10896000	1				3324	4301	True	4491	7244	8180	8180		
tr|A0A0D9S5M5|A0A0D9S5M5_CHLSB	tr|A0A0D9S5M5|A0A0D9S5M5_CHLSB	2	2	2	tr|A0A0D9S5M5|A0A0D9S5M5_CHLSB DEAD-box helicase 51 OS=Chlorocebus sabaeus OX=60711 GN=DDX51 PE=3 SV=1	1	2	2	2	4	4	4	72.694	667	667	0	13.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51068000	3				3325	855;14129	True;True	895;14887	1494;1495;23609	1662;1663;27415	1663;27415		
tr|A0A0D9S5M6|A0A0D9S5M6_CHLSB;tr|A0A0D9SCC6|A0A0D9SCC6_CHLSB	tr|A0A0D9S5M6|A0A0D9S5M6_CHLSB;tr|A0A0D9SCC6|A0A0D9SCC6_CHLSB	9;5	9;5	9;5	tr|A0A0D9S5M6|A0A0D9S5M6_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1;tr|A0A0D9SCC6|A0A0D9SCC6_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	2	9	9	9	30.3	30.3	30.3	43.017	390	390;390	0	89.481	18239	15593	153.92	60.54	16103	38110	0	3.9692	10623	23630	13222	55522	27109	43292	25641	21617	16636	14266	497.7	919.25	14872	35166	0	2309.3	10351	23485	14059	54785	27107	43669	24519	21126	6	5	1	1	5	6	0	1	5	4	5	6	6	5	6	6	1195800000	13				3326	6836;6877;6987;8101;9062;13126;16354;16565;17259	True;True;True;True;True;True;True;True;True	7135;7178;7303;8471;9484;13843;17224;17443;18176	11758;11759;11807;11988;13819;15299;22046;22047;27497;27812;27813;29007	13429;13430;13484;13688;15999;17793;25631;25632;32035;32036;32412;32413;33850	13429;13484;13688;15999;17793;25631;32036;32412;33850		
tr|A0A0D9S5M7|A0A0D9S5M7_CHLSB	tr|A0A0D9S5M7|A0A0D9S5M7_CHLSB	8	8	8	tr|A0A0D9S5M7|A0A0D9S5M7_CHLSB Nucleolar complex associated 4 homolog OS=Chlorocebus sabaeus OX=60711 GN=NOC4L PE=4 SV=1	1	8	8	8	21.1	21.1	21.1	58.458	516	516	0	54.304	6979.8	6898.2	0	0	6056.4	10018	0	0	6176.1	7123.3	6126.4	10314	8291	10276	7189.5	7939.7	6364.8	6310.1	269.43	356.87	5585.6	9245.1	0	457.94	5951.5	6916.1	6373.1	10389	8327.2	10411	6887.5	7654.4	3	3	0	0	3	3	0	0	3	3	3	3	3	3	3	3	153770000	11				3327	874;5767;7895;9262;11045;12740;13661;17250	True;True;True;True;True;True;True;True	916;6022;8252;9687;11541;13430;14405;18167	1527;1528;9704;9705;13465;13466;15619;18440;21431;22878;28998	1696;1697;10982;10983;15528;15529;18141;21387;24938;26575;33841	1696;10982;15528;18141;21387;24938;26575;33841		
tr|A0A0D9S5M8|A0A0D9S5M8_CHLSB	tr|A0A0D9S5M8|A0A0D9S5M8_CHLSB	1	1	1	tr|A0A0D9S5M8|A0A0D9S5M8_CHLSB SNARE-associated protein Snapin OS=Chlorocebus sabaeus OX=60711 GN=SNAPIN PE=3 SV=1	1	1	1	1	10.3	10.3	10.3	14.93	136	136	0.00033956	8.8635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83642000	2				3328	17126	True	18039	28802;28803	33611;33612	33611		
tr|A0A0D9S5N0|A0A0D9S5N0_CHLSB	tr|A0A0D9S5N0|A0A0D9S5N0_CHLSB	3	3	3	tr|A0A0D9S5N0|A0A0D9S5N0_CHLSB Chromatin target of PRMT1 OS=Chlorocebus sabaeus OX=60711 GN=CHTOP PE=4 SV=1	1	3	3	3	11.6	11.6	11.6	26.554	249	249	0	33.021	9695	8617.3	35.268	0	8723.8	15881	0	0	7363.1	12983	7742.1	21440	15250	20598	14229	13755	8843	7884	561.53	0	8063.3	14659	200.81	430.29	7113.4	12667	8262.8	21479	15250	20793	13610	13313	3	3	1	0	3	3	0	0	3	3	3	3	3	3	3	3	249710000	5				3329	1369;4721;11839	True;True;True	1441;1442;4921;4922;12484	2400;2401;7872;7873;19936	2691;2692;8898;8899;23183	2692;8898;23183	1089;1090	26;41
tr|A0A0D9S5N3|A0A0D9S5N3_CHLSB	tr|A0A0D9S5N3|A0A0D9S5N3_CHLSB	2	2	2	tr|A0A0D9S5N3|A0A0D9S5N3_CHLSB S100 calcium binding protein A13 OS=Chlorocebus sabaeus OX=60711 GN=S100A13 PE=3 SV=1	1	2	2	2	27.6	27.6	27.6	11.485	98	98	0	14.972	20592	21548	0	0	19437	32091	0	94.163	23241	20804	18035	25521	23955	40747	23037	20964	18778	19711	1446.2	1764.2	17909	29615	1165.6	2458.1	22159	20127	18983	26378	24172	40285	22024	20460	2	2	0	0	2	2	0	1	2	2	2	2	2	2	2	2	164150000	2				3330	9562;14102	True;True	9997;14860	16176;23567	18803;27370	18803;27370		
tr|A0A0D9S5N6|A0A0D9S5N6_CHLSB	tr|A0A0D9S5N6|A0A0D9S5N6_CHLSB	3	3	3	tr|A0A0D9S5N6|A0A0D9S5N6_CHLSB Protein S100 OS=Chlorocebus sabaeus OX=60711 GN=S100A16 PE=3 SV=1	1	3	3	3	26.2	26.2	26.2	14.843	130	130	0	23.661	16380	16847	301.56	54.24	16060	30644	216.04	0	15652	20817	14994	36698	24061	40258	21367	21687	14940	15412	1492.6	1343.4	14846	28291	1366.9	2377	15078	20434	15800	36868	24101	40226	20458	21132	5	5	2	1	5	5	3	0	5	5	5	5	5	5	5	5	167110000	6				3331	3609;7445;9606	True;True;True	3775;7781;10042	6160;12741;12742;12743;12744;16237	6961;14560;14561;14562;14563;18872	6961;14563;18872		
tr|A0A0D9S5P1|A0A0D9S5P1_CHLSB	tr|A0A0D9S5P1|A0A0D9S5P1_CHLSB	4	4	4	tr|A0A0D9S5P1|A0A0D9S5P1_CHLSB Protein S100 OS=Chlorocebus sabaeus OX=60711 GN=S100A6 PE=3 SV=1	1	4	4	4	30	30	30	10.18	90	90	0	43.001	119590	142190	20.35	217.28	131770	141410	1318.4	0	141240	107510	123240	102130	149810	177390	114630	110950	109050	130070	7375.7	9372.1	121480	130470	10231	7385.8	135390	102910	128050	107220	150200	176010	110120	107570	14	14	1	2	14	14	5	0	14	14	14	14	14	14	14	14	5161600000	20				3332	3475;3573;10194;10459	True;True;True;True	3630;3732;10656;10657;10934	5905;5906;5907;5908;6070;6071;6072;6073;6074;6075;6076;17123;17124;17125;17540;17541	6669;6670;6671;6672;6673;6674;6675;6850;6851;6852;6853;6854;6855;6856;6857;19917;19918;19919;20394;20395	6672;6850;19919;20394	1091	57
tr|A0A0D9S5R0|A0A0D9S5R0_CHLSB	tr|A0A0D9S5R0|A0A0D9S5R0_CHLSB	3	3	3	tr|A0A0D9S5R0|A0A0D9S5R0_CHLSB S_100 domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=3 SV=1	1	3	3	3	11.6	11.6	11.6	21.716	199	199	0	17.771	30680	33077	0	44.365	34258	42926	0	91.211	32870	31769	30786	35478	44495	54774	36865	34852	27976	30254	1033.7	2105	31543	39593	1450.2	2835.5	31541	30582	32223	36751	44549	54503	35350	33775	7	7	0	1	7	7	0	1	7	7	7	7	7	7	7	7	476000000	7				3333	4077;6019;6950	True;True;True	4256;6280;7258	6848;10158;10159;10160;10161;11921	7707;7708;11518;11519;11520;11521;13617	7707;11518;13617		
tr|A0A0D9S5R1|A0A0D9S5R1_CHLSB	tr|A0A0D9S5R1|A0A0D9S5R1_CHLSB	2	2	2	tr|A0A0D9S5R1|A0A0D9S5R1_CHLSB Thioesterase superfamily member 4 OS=Chlorocebus sabaeus OX=60711 GN=THEM4 PE=4 SV=1	1	2	2	2	12.1	12.1	12.1	27.117	240	240	0	14.46	7353.1	9801.4	0	55.371	9106.9	9257	0	0	8208.6	8703.9	7727.3	10670	10905	11631	10468	8204.2	6705.3	8967.9	201.01	329.61	8396.6	8562.9	199.23	235.83	7892.1	8384.6	8086	10840	10987	11715	10008	7927.9	3	3	0	1	3	3	0	0	3	3	3	3	3	3	3	3	54940000	3				3334	2722;10968	True;True	2846;11463	4720;4721;18333	5371;5372;21269	5372;21269		
tr|A0A0D9S5R4|A0A0D9S5R4_CHLSB	tr|A0A0D9S5R4|A0A0D9S5R4_CHLSB	8	8	8	tr|A0A0D9S5R4|A0A0D9S5R4_CHLSB PGAM family member 5, mitochondrial serine/threonine protein phosphatase OS=Chlorocebus sabaeus OX=60711 GN=PGAM5 PE=4 SV=1	1	8	8	8	29.1	29.1	29.1	31.512	285	285	0	63.547	3780.8	2732.1	0	0	3442.5	5180.1	0	0	3322.2	4089.1	2687.7	5981	4179.5	5966.7	4473.3	4788.5	3447	2499.6	194.85	0	3169.3	4784.7	0	430.68	3179.7	3974.4	2855.3	6023.7	4223	6053.2	4268.5	4612.1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	761330000	10				3335	3684;3703;10714;12333;12394;13385;15221;15307	True;True;True;True;True;True;True;True	3856;3876;11197;13000;13063;14113;16040;16129	6267;6299;17927;20739;20850;22437;22438;22439;25423;25585	7071;7111;20816;24154;24276;26066;26067;26068;29485;29727	7071;7111;20816;24154;24276;26066;29485;29727		
tr|A0A0D9S5R5|A0A0D9S5R5_CHLSB	tr|A0A0D9S5R5|A0A0D9S5R5_CHLSB	3	3	3	tr|A0A0D9S5R5|A0A0D9S5R5_CHLSB Ankyrin repeat and LEM domain containing 2 OS=Chlorocebus sabaeus OX=60711 GN=ANKLE2 PE=4 SV=1	1	3	3	3	6.4	6.4	6.4	104.14	943	943	0	46.808	5331.7	6755.2	277.04	0	6408.1	9073.5	0	14.904	6417.5	6647.7	4812.7	13298	7933.5	11876	7849.1	6231.8	4865.7	6180.4	791.82	0	5944.2	8387.6	0	530.22	6128.4	6567.3	5150	13221	7979	11941	7499.9	6078.6	2	2	2	0	2	2	0	1	2	2	2	2	2	2	2	2	102600000	4				3336	318;7569;12023	True;True;True	332;7910;12677	570;12952;12953;20242	623;14825;14826;23570	623;14826;23570		
tr|A0A0D9S5R6|A0A0D9S5R6_CHLSB	tr|A0A0D9S5R6|A0A0D9S5R6_CHLSB	3	3	3	tr|A0A0D9S5R6|A0A0D9S5R6_CHLSB Golgin A3 OS=Chlorocebus sabaeus OX=60711 GN=GOLGA3 PE=4 SV=1	1	3	3	3	2.8	2.8	2.8	158.17	1413	1413	0	20.056	3508.7	2536.9	0	0	3034.1	4551	0	60.328	3622.6	3464	2589.5	4196.1	3699.4	5384.9	3974	3915.8	3200.5	2321	0	0	2807.3	4205.8	0	247.36	3453.4	3349	2754.3	4295.6	3745.4	5404.4	3791.8	3780.7	2	2	0	0	2	2	0	1	2	2	2	2	2	2	2	2	43570000	3				3337	3155;9649;10821	True;True;True	3292;10086;11308	5373;16329;18092	6063;18980;20996	6063;18980;20996		
tr|A0A0D9S5S5|A0A0D9S5S5_CHLSB	tr|A0A0D9S5S5|A0A0D9S5S5_CHLSB	4	4	4	tr|A0A0D9S5S5|A0A0D9S5S5_CHLSB Mitochondrial ribosomal protein L9 OS=Chlorocebus sabaeus OX=60711 GN=MRPL9 PE=4 SV=1	1	4	4	4	18.7	18.7	18.7	31.747	278	278	0	40.07	8225.5	7011.5	0	0	7928.6	13050	114.53	0	7651.9	9476.8	5675.3	10100	11751	16468	9954.3	8992	7503	6413.5	0	127.28	7335.2	12039	316.68	402.16	7314	9117.7	6176.1	10508	11699	16299	9539.9	8757	3	3	0	0	3	3	1	0	3	3	3	3	3	3	3	3	103510000	4				3338	3645;8129;12025;17380	True;True;True;True	3816;8499;12679;18302	6220;13853;20244;29189	7023;16036;23572;34060	7023;16036;23572;34060		
tr|A0A0D9S5T1|A0A0D9S5T1_CHLSB	tr|A0A0D9S5T1|A0A0D9S5T1_CHLSB	4	4	4	tr|A0A0D9S5T1|A0A0D9S5T1_CHLSB Sorting nexin 27 OS=Chlorocebus sabaeus OX=60711 GN=SNX27 PE=4 SV=1	1	4	4	4	15.5	15.5	15.5	59.837	528	528	0	39.047	4367.9	4156.8	0	0	4057.7	6244.8	0	0	3078.7	5194.4	4947.6	7265.1	5924.8	7117.4	5276.5	4798	3983.5	3802.7	290.68	313.58	3742.7	5767.2	193.77	0	3029.7	5039	5027	7318.6	5973.5	7182.8	5052.2	4642.4	2	2	0	0	2	2	0	0	2	2	2	2	2	2	2	2	120530000	5				3339	7352;10354;13939;16232	True;True;True;True	7686;10827;14694;17095	12582;17377;23313;23314;27308	14361;20200;27061;27062;31801	14361;20200;27061;31801		
tr|A0A0D9S5T3|A0A0D9S5T3_CHLSB	tr|A0A0D9S5T3|A0A0D9S5T3_CHLSB	1	1	1	tr|A0A0D9S5T3|A0A0D9S5T3_CHLSB Tuftelin 1 OS=Chlorocebus sabaeus OX=60711 GN=TUFT1 PE=4 SV=1	1	1	1	1	2.8	2.8	2.8	44.352	390	390	0.00030469	6.7006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11110000	1				3340	3859	True	4034	6516	7350	7350		
tr|A0A0D9S5T8|A0A0D9S5T8_CHLSB	tr|A0A0D9S5T8|A0A0D9S5T8_CHLSB	3	3	3	tr|A0A0D9S5T8|A0A0D9S5T8_CHLSB Proteasome subunit beta OS=Chlorocebus sabaeus OX=60711 GN=PSMB4 PE=3 SV=1	1	3	3	3	13.3	13.3	13.3	29.174	264	264	0	30.975	8179	7423.5	0	49.991	8514.8	14048	11.096	0	6590.3	9814.4	8020.5	17618	12298	17880	11176	10187	7460.3	6792.2	784.52	843.68	7869.9	12975	747.31	986.15	6410	9631.5	8347.6	17641	12340	17936	10696	9907.8	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	711050000	4				3341	3969;4176;13131	True;True;True	4146;4363;13848	6676;7031;7032;22052	7522;7931;7932;25637	7522;7932;25637		
tr|A0A0D9S5W1|A0A0D9S5W1_CHLSB	tr|A0A0D9S5W1|A0A0D9S5W1_CHLSB	1	1	1	tr|A0A0D9S5W1|A0A0D9S5W1_CHLSB RNA-binding protein 8A OS=Chlorocebus sabaeus OX=60711 GN=RBM8A PE=3 SV=1	1	1	1	1	9.2	9.2	9.2	19.889	174	174	0.00031536	7.0752	10864	10161	0	61.491	10300	14118	225.44	29.817	10685	10699	9134.2	14404	16375	18599	12028	10384	9906.3	9297	486.93	1071.7	9498.3	13044	985.41	858.86	10258	10358	9735.5	14685	16259	18517	11565	10106	2	2	0	1	2	2	1	1	2	2	2	2	2	2	2	2	84767000	2				3342	4073	True	4252	6836;6837	7695;7696	7695		
tr|A0A0D9S5X3|A0A0D9S5X3_CHLSB	tr|A0A0D9S5X3|A0A0D9S5X3_CHLSB	3	3	3	tr|A0A0D9S5X3|A0A0D9S5X3_CHLSB Retinol dehydrogenase 13 OS=Chlorocebus sabaeus OX=60711 GN=RDH13 PE=3 SV=1	1	3	3	3	11.5	11.5	11.5	35.959	331	331	0	22.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59079000	4				3343	5035;10500;10940	True;True;True	5251;10977;11435	8364;17609;17610;18286	9445;20470;20471;21215	9445;20471;21215		
tr|A0A0D9S5Y6|A0A0D9S5Y6_CHLSB	tr|A0A0D9S5Y6|A0A0D9S5Y6_CHLSB	1	1	1	tr|A0A0D9S5Y6|A0A0D9S5Y6_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	1	1	1	5.9	5.9	5.9	52.919	455	455	0.0042759	6.213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5378400	1				3344	14711	True	15502	24533	28413	28413		
tr|A0A0D9S5Z0|A0A0D9S5Z0_CHLSB	tr|A0A0D9S5Z0|A0A0D9S5Z0_CHLSB	1	1	1	tr|A0A0D9S5Z0|A0A0D9S5Z0_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	1	1	1	4.2	4.2	4.2	50.873	475	475	0.00059577	6.5331	7222.1	8227.7	0	291.36	9345.3	22046	0	0	5499.9	14439	6714.7	31508	14097	26835	16190	14208	6587.6	7530.2	725.1	1236.4	8632.6	20364	0	1376	5356.4	14313	7192.6	31221	14217	27035	15430	13855	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	104340000	1				3345	7919	True	8279	13507	15584	15584		
tr|A0A0D9S5Z6|A0A0D9S5Z6_CHLSB	tr|A0A0D9S5Z6|A0A0D9S5Z6_CHLSB	6	6	6	tr|A0A0D9S5Z6|A0A0D9S5Z6_CHLSB SEC22 homolog B, vesicle trafficking protein (gene/pseudogene) OS=Chlorocebus sabaeus OX=60711 GN=SEC22B PE=3 SV=1	1	6	6	6	34.9	34.9	34.9	24.74	215	215	0	153.49	16771	16312	0	71.747	16749	23723	0	0	16294	17771	15201	25595	21778	27010	17439	15279	15295	14922	951.22	1041.6	15454	21876	0	378.82	15668	17213	15900	25819	21782	27056	16735	14863	5	5	0	1	5	5	0	0	5	5	5	5	5	5	5	5	509620000	15				3346	2280;6962;8219;8285;11893;15749	True;True;True;True;True;True	2383;7275;7276;8592;8658;12538;16590	3953;11948;11949;11950;11951;11952;11953;11954;14000;14001;14002;14090;20010;26382	4443;13646;13647;13648;13649;13650;13651;13652;13653;16232;16233;16234;16335;23262;30693	4443;13646;16233;16335;23262;30693	1092	149
tr|A0A0D9S5Z9|A0A0D9S5Z9_CHLSB	tr|A0A0D9S5Z9|A0A0D9S5Z9_CHLSB	1	1	1	tr|A0A0D9S5Z9|A0A0D9S5Z9_CHLSB Notch receptor 2 OS=Chlorocebus sabaeus OX=60711 GN=NOTCH2 PE=4 SV=1	1	1	1	1	0.4	0.4	0.4	265.66	2471	2471	0.00031172	6.9651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22024000	2				3347	895	True	937	1558;1559	1730;1731	1731		
